listen_id,vehicle_id,timestamp,artist,track,genre,duration_sec,skip,explicit_like,play_count,time_of_day,day_of_week
listen_002543,vehicle_070,2024-05-12 00:00:00,Imelda May,Jahs Love Is True (feat. Wizkid),Latin,190,0,0,45,Night,Weekend
listen_002544,vehicle_059,2024-04-22 17:57:00,The Charlatans,Rome (The Industrial Era),Blues,245,0,0,6,Evening,Weekday
listen_002545,vehicle_016,2024-12-19 06:50:00,Postman,Gold Rush,House,213,0,0,25,Morning,Weekday
listen_002546,vehicle_075,2024-05-02 18:00:00,Aluna,The Fool,Reggae,156,0,0,28,Evening,Weekday
listen_002547,vehicle_009,2024-02-19 07:45:00,Bill Callahan,Leave in Silence,Blues,257,0,0,34,Morning,Weekday
listen_002548,vehicle_065,2024-06-05 06:46:00,Vicious,Castle Lights,Punk,141,0,1,46,Morning,Weekday
listen_002549,vehicle_084,2024-11-04 00:07:00,Bankulli,Mother Machine,Metal,146,0,0,24,Night,Weekday
listen_002550,vehicle_007,2024-12-29 06:13:00,Oskarova Fobija,Tour De Fonque,Soul,149,0,1,8,Morning,Weekend
listen_002551,vehicle_013,2024-07-19 10:45:00,Silent Siren,What a Feeling,Electronic,295,1,0,17,Morning,Weekday
listen_002552,vehicle_072,2024-03-18 12:02:00,Billy Paul,My Best Wasn't Good Enough,Pop,260,0,1,29,Afternoon,Weekday
listen_002553,vehicle_080,2024-12-19 01:36:00,Rodríguez,ビターチョコデコレーション,Country,206,0,0,45,Night,Weekday
listen_002554,vehicle_057,2024-09-01 04:56:00,Eve,Roman Candles,Disco,273,0,0,42,Night,Weekend
listen_002555,vehicle_065,2024-06-01 00:27:00,Christian Löffler,Pest,Reggae,233,0,1,2,Night,Weekend
listen_002556,vehicle_019,2024-03-20 01:57:00,Sandie Shaw,If You Want,Soul,289,1,0,40,Night,Weekday
listen_002557,vehicle_035,2024-04-21 07:08:00,Majid Jordan,Die Without You,Electronic,180,1,1,20,Morning,Weekend
listen_002558,vehicle_079,2024-02-15 03:35:00,Lewis Capaldi,Stop It,Hip Hop,255,0,0,1,Night,Weekday
listen_002559,vehicle_041,2024-05-06 12:24:00,Dr. Dre,blunt smoke in the club,Jazz,268,0,1,34,Afternoon,Weekday
listen_002560,vehicle_088,2024-09-18 02:08:00,Midnight To Monaco,Black Hole,Punk,152,1,0,39,Night,Weekday
listen_002561,vehicle_002,2024-11-19 00:39:00,LNZNDRF,Preoccupied,Rock,241,1,0,31,Night,Weekday
listen_002562,vehicle_079,2024-02-18 13:24:00,Rihanna,Another Story (ft. M.anifest),Pop,259,1,1,39,Afternoon,Weekend
listen_002563,vehicle_059,2024-10-17 20:48:00,Andrés Cotter,Ain't No Sunshine,Rock,197,0,0,42,Evening,Weekday
listen_002564,vehicle_052,2024-10-13 13:44:00,America,Alive,Latin,163,0,0,30,Afternoon,Weekend
listen_002565,vehicle_091,2024-04-05 11:07:00,Bronski Beat,New N3on,Blues,164,0,0,21,Morning,Weekday
listen_002566,vehicle_000,2024-05-01 07:27:00,J Dilla,Without Love,Latin,229,0,0,1,Morning,Weekday
listen_002567,vehicle_096,2024-05-07 21:42:00,Sizzla,Found You (Make Me Yours),Punk,240,0,0,27,Night,Weekday
listen_002568,vehicle_046,2024-10-27 23:34:00,Alborosie,Overdue,R&B,162,0,0,9,Night,Weekend
listen_002569,vehicle_031,2024-05-19 09:24:00,Alesso,Easy Hearts,Folk,165,0,0,43,Morning,Weekend
listen_002570,vehicle_074,2024-04-08 01:18:00,Loyle Carner,Coño,Alternative,209,0,0,23,Night,Weekday
listen_002571,vehicle_046,2024-01-28 21:57:00,The Avener,The Thrill Is Gone,Jazz,276,0,0,8,Night,Weekend
listen_002572,vehicle_070,2024-07-24 00:59:00,Kiana Ledé,What Is Going On?,Disco,128,1,0,19,Night,Weekday
listen_002573,vehicle_043,2024-04-18 20:52:00,Oppenheimer Analysis,Get Down (You're The One For Me) - LP Edit No Rap,Indie,145,0,0,29,Evening,Weekday
listen_002574,vehicle_080,2024-06-14 13:47:00,Sunday Mode,Cheerleader (Felix Jaehn Remix) - Radio Edit,Blues,203,0,0,32,Afternoon,Weekday
listen_002575,vehicle_090,2024-05-18 04:50:00,Leonard Cohen,Lovely Day,Blues,202,0,0,43,Night,Weekend
listen_002576,vehicle_058,2024-02-16 19:01:00,The Internet,rnrn,Jazz,171,0,0,5,Evening,Weekday
listen_002577,vehicle_013,2024-01-10 12:09:00,Billy Paul,Mother Machine,Hip Hop,180,0,1,15,Afternoon,Weekday
listen_002578,vehicle_061,2024-05-09 08:21:00,Groundation,Like Water in Your Hands,Indie,279,0,0,24,Morning,Weekday
listen_002579,vehicle_095,2024-06-18 01:20:00,Anitta,faith in an apparition,Metal,196,0,0,42,Night,Weekday
listen_002580,vehicle_007,2024-08-05 10:01:00,The Smashing Pumpkins,My Mind Against Me,Techno,277,0,0,32,Morning,Weekday
listen_002581,vehicle_009,2024-05-01 03:34:00,Kitchens of Distinction,African Teacher - 2002 Remastered Version,House,297,0,0,31,Night,Weekday
listen_002582,vehicle_072,2024-09-17 14:59:00,Fat Joe,Typhoons,Electronic,250,0,0,27,Afternoon,Weekday
listen_002583,vehicle_090,2024-02-08 13:53:00,R3hab,Wherever You Will Go,Pop,269,0,1,22,Afternoon,Weekday
listen_002584,vehicle_046,2024-07-26 08:49:00,ZyniC,Something to Do,Blues,292,0,0,1,Morning,Weekday
listen_002585,vehicle_049,2024-06-30 07:44:00,Shehnaz Kaur Gill,The Shoop Shoop Song (It's in His Kiss),Indie,202,0,0,45,Morning,Weekend
listen_002586,vehicle_044,2024-10-20 09:42:00,Moses Sumney,Chalk Tablet Towers (feat. St Vincent),Alternative,178,0,0,37,Morning,Weekend
listen_002587,vehicle_060,2024-08-22 14:19:00,ROY3LS,Scissorhands,Soul,153,0,0,9,Afternoon,Weekday
listen_002588,vehicle_095,2024-04-09 18:22:00,DJ Shadow,Should I,Latin,267,0,0,34,Evening,Weekday
listen_002589,vehicle_097,2024-07-17 08:12:00,Alpha 5.20,Oscillate,Pop,284,1,0,17,Morning,Weekday
listen_002590,vehicle_023,2024-09-26 14:46:00,JC Stewart,Levitating,Blues,179,0,0,42,Afternoon,Weekday
listen_002591,vehicle_012,2024-08-19 03:42:00,The Railway Children,"The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",Pop,152,0,0,39,Night,Weekday
listen_002592,vehicle_029,2024-01-06 10:10:00,Stephen Marley,War Again,Techno,194,0,0,11,Morning,Weekend
listen_002593,vehicle_033,2024-01-27 01:31:00,The Vaccines,Honey,Electronic,188,0,0,40,Night,Weekend
listen_002594,vehicle_044,2024-11-04 17:22:00,Vicious,Larger Than Life,Folk,257,0,1,19,Evening,Weekday
listen_002595,vehicle_039,2024-11-15 16:25:00,Plan B,wayside,Folk,195,0,0,23,Afternoon,Weekday
listen_002596,vehicle_091,2024-08-14 23:22:00,Naomi Cowan,Forest Whitiker,Country,164,0,0,3,Night,Weekday
listen_002597,vehicle_048,2024-06-07 23:50:00,Ashnikko,Shallow Play,Electronic,120,0,0,13,Night,Weekday
listen_002598,vehicle_077,2024-05-24 22:08:00,K-Ci & JoJo,Girl (feat. KAYTRANADA) - Radio Edit,R&B,168,0,0,36,Night,Weekday
listen_002599,vehicle_083,2024-09-11 13:51:00,Christopher Tin,Backseat,House,143,1,0,31,Afternoon,Weekday
listen_002600,vehicle_057,2024-08-20 23:08:00,Daks,Reservoir Dogs,Pop,139,0,0,23,Night,Weekday
listen_002601,vehicle_072,2024-12-28 10:43:00,sleep protocol,i will never be a memory,Country,287,0,1,31,Morning,Weekend
listen_002602,vehicle_095,2024-04-25 06:56:00,Sam Tinnesz,N.R.A,Folk,169,0,0,11,Morning,Weekday
listen_002603,vehicle_072,2024-06-07 16:07:00,Steve Harley,Different,Alternative,218,1,0,26,Afternoon,Weekday
listen_002604,vehicle_077,2024-07-02 13:50:00,LL Cool J,Golden Dreams,Classical,187,0,0,13,Afternoon,Weekday
listen_002605,vehicle_099,2024-11-07 00:35:00,Bankulli,Don't Bother Calling,Indie,269,0,0,4,Night,Weekday
listen_002606,vehicle_045,2024-09-30 00:58:00,Gary Bartz,Arendonk,Disco,220,0,0,37,Night,Weekday
listen_002607,vehicle_050,2024-10-14 00:24:00,The Sabres of Paradise,Grace Kelly,Indie,259,0,0,24,Night,Weekday
listen_002608,vehicle_024,2024-03-03 02:12:00,Dave,waiting,Punk,136,0,0,14,Night,Weekend
listen_002609,vehicle_082,2024-09-05 07:21:00,Puri,Tried And True,Punk,171,1,0,22,Morning,Weekday
listen_002610,vehicle_091,2024-07-16 09:11:00,Anderson .Paak,Saturday's Gone,House,127,0,0,1,Morning,Weekday
listen_002611,vehicle_043,2024-09-30 19:59:00,The Course,Another Girl,Indie,245,0,0,29,Evening,Weekday
listen_002612,vehicle_076,2024-02-28 01:07:00,Young Israelites,The Thrill Is Gone,Techno,267,0,0,14,Night,Weekday
listen_002613,vehicle_053,2024-02-28 08:07:00,Hi-Tek,On The Low,Punk,197,0,0,25,Morning,Weekday
listen_002614,vehicle_041,2024-10-07 01:32:00,Marshmello,Psyche,Classical,145,0,1,29,Night,Weekday
listen_002615,vehicle_048,2024-09-26 06:13:00,Vicious,Mambo No. 5 (A Little Bit Of...),Indie,134,1,0,6,Morning,Weekday
listen_002616,vehicle_036,2024-05-11 04:23:00,The Coral,Show Me the Way,Classical,246,0,0,32,Night,Weekend
listen_002617,vehicle_010,2024-01-14 09:37:00,Sango,Neutron Dance,Hip Hop,121,1,0,39,Morning,Weekend
listen_002618,vehicle_045,2024-10-18 06:19:00,Leonard Cohen,Broken Path,Disco,283,1,0,41,Morning,Weekday
listen_002619,vehicle_026,2024-01-21 12:25:00,FKJ,Like Lightning,Hip Hop,144,1,0,17,Afternoon,Weekend
listen_002620,vehicle_063,2024-10-23 22:34:00,Diana Ross,Bad Boy Tenor,Folk,186,1,1,12,Night,Weekday
listen_002621,vehicle_037,2024-10-02 15:48:00,Nik Kershaw,Honey Child What Can I Do?,Techno,256,1,0,21,Afternoon,Weekday
listen_002622,vehicle_091,2024-07-09 23:54:00,Air,Down Boy - Radio Edit,Blues,168,0,0,49,Night,Weekday
listen_002623,vehicle_049,2024-06-07 19:32:00,Alex Mine,All Is Forgiven,House,210,0,0,43,Evening,Weekday
listen_002624,vehicle_032,2024-01-17 02:39:00,The Uncluded,How Did You Know?,Soul,204,0,0,36,Night,Weekday
listen_002625,vehicle_018,2024-01-19 10:01:00,Shehnaz Kaur Gill,Politics!,Reggae,189,0,0,22,Morning,Weekday
listen_002626,vehicle_044,2024-07-05 02:29:00,Fat Joe,Honey Child What Can I Do?,Techno,238,1,0,23,Night,Weekday
listen_002627,vehicle_079,2024-03-29 03:25:00,The Walkmen,Subterranean Desire,Blues,139,0,0,37,Night,Weekday
listen_002628,vehicle_016,2024-06-07 04:07:00,Lianne La Havas,Sharpness,Classical,295,1,0,28,Night,Weekday
listen_002629,vehicle_044,2024-11-03 11:01:00,Thundercat,Dead End,Punk,123,0,1,38,Morning,Weekend
listen_002630,vehicle_060,2024-12-08 20:21:00,Royal Blood,"Bad Boys de Marseille, Pt. 2 (feat. Shurik'n)",Jazz,282,0,0,13,Evening,Weekend
listen_002631,vehicle_034,2024-05-24 18:35:00,Big Sean,comfortable lie,Latin,220,1,0,40,Evening,Weekday
listen_002632,vehicle_075,2024-02-22 08:56:00,Kenshi Yonezu,This is How We Walk on the Moon,Blues,283,0,1,13,Morning,Weekday
listen_002633,vehicle_045,2024-12-02 20:54:00,Ramz,Dearest Alfred (MyJoy),Metal,160,0,0,8,Evening,Weekday
listen_002634,vehicle_083,2024-12-28 19:04:00,Stephen Marley,The Cabinet,Folk,244,0,0,35,Evening,Weekend
listen_002635,vehicle_059,2024-11-20 07:45:00,Nelly,Everything To Everyone,Folk,267,0,0,13,Morning,Weekday
listen_002636,vehicle_033,2024-10-16 03:12:00,Jellyfish,Good in Bed,Alternative,144,0,1,14,Night,Weekday
listen_002637,vehicle_043,2024-09-25 05:50:00,The MookMann,Good in Bed,Jazz,279,0,0,24,Morning,Weekday
listen_002638,vehicle_093,2024-09-12 16:28:00,James Yuill,NO CD,Blues,185,0,1,15,Afternoon,Weekday
listen_002639,vehicle_051,2024-02-24 08:29:00,Curtis Mayfield,Head & Heart (feat. MNEK),Jazz,255,0,0,22,Morning,Weekend
listen_002640,vehicle_096,2024-09-05 16:07:00,Nina Kraviz,Skyward,House,289,0,1,49,Afternoon,Weekday
listen_002641,vehicle_072,2024-05-07 20:37:00,Harold Melvin & The Blue Notes,Scissorhands,Blues,209,0,0,4,Evening,Weekday
listen_002642,vehicle_040,2024-12-20 16:13:00,Caesars,Bank On It,R&B,139,1,0,25,Afternoon,Weekday
listen_002643,vehicle_051,2024-09-07 16:16:00,Backstreet Boys,Colours,Jazz,195,0,0,24,Afternoon,Weekend
listen_002644,vehicle_086,2024-01-19 01:43:00,Beige Banquet,"ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",Country,148,0,0,4,Night,Weekday
listen_002645,vehicle_057,2024-06-30 02:52:00,Elliphant,Genius,Folk,179,1,0,32,Night,Weekend
listen_002646,vehicle_006,2024-07-06 17:19:00,George Ezra,Apart,Metal,169,0,0,33,Evening,Weekend
listen_002647,vehicle_031,2024-08-17 10:29:00,All Saints,Friends,Metal,145,0,0,23,Morning,Weekend
listen_002648,vehicle_011,2024-12-22 07:54:00,Falco,The Ghost at Number One,Electronic,165,1,0,23,Morning,Weekend
listen_002649,vehicle_038,2024-05-29 18:42:00,Luxury Stranger,King of Carrot Flowers Pt. 1,Alternative,252,1,0,38,Evening,Weekday
listen_002650,vehicle_023,2024-10-29 23:02:00,93FEETOFSMOKE,Pressure Drop,Techno,164,0,0,32,Night,Weekday
listen_002651,vehicle_035,2024-11-09 21:50:00,Salt-N-Pepa,Superstylin',Punk,154,1,1,7,Night,Weekend
listen_002652,vehicle_045,2024-02-10 18:54:00,Fashawn,Candy - Radio Edit,Pop,158,0,0,48,Evening,Weekend
listen_002653,vehicle_096,2024-05-05 08:42:00,Ariana Grande,A Horse With No Name,Classical,203,0,0,5,Morning,Weekend
listen_002654,vehicle_047,2024-01-14 23:38:00,Lil Peep,Lust (2018 Version),Metal,239,0,0,27,Night,Weekend
listen_002655,vehicle_073,2024-01-28 12:05:00,FKJ,Working Is No Problem (Razz Tape),Folk,151,0,0,23,Afternoon,Weekend
listen_002656,vehicle_056,2024-03-11 19:46:00,Edward Elgar,Emotion feat. Wild Nothing,Metal,279,0,1,20,Evening,Weekday
listen_002657,vehicle_002,2024-01-04 04:57:00,Buraka Som Sistema,Love Train,Electronic,130,0,0,46,Night,Weekday
listen_002658,vehicle_017,2024-11-14 04:10:00,James Yuill,Countdown,Folk,222,0,1,26,Night,Weekday
listen_002659,vehicle_087,2024-08-13 23:48:00,Sango,Backseat,Country,264,1,0,40,Night,Weekday
listen_002660,vehicle_089,2024-04-27 08:43:00,Ann Sexton,GROW ROUGH,Electronic,264,0,0,9,Morning,Weekend
listen_002661,vehicle_049,2024-03-03 01:37:00,TOKiMONSTA,Comma,Hip Hop,242,0,0,7,Night,Weekend
listen_002662,vehicle_010,2024-09-07 07:30:00,Reinier Zonneveld,Let's Stay Together,Rock,269,0,0,11,Morning,Weekend
listen_002663,vehicle_031,2024-06-10 01:28:00,Drake,This is How We Walk on the Moon,Folk,283,0,0,46,Night,Weekday
listen_002664,vehicle_068,2024-02-02 11:32:00,DJ Shadow,At My Best,Alternative,240,0,0,46,Morning,Weekday
listen_002665,vehicle_056,2024-06-27 08:09:00,Volumia!,The Pink Phantom (feat. Elton John and 6LACK),Blues,193,0,0,18,Morning,Weekday
listen_002666,vehicle_045,2024-08-26 21:21:00,Meph luciano,INCEPTION,Punk,148,1,1,46,Night,Weekday
listen_002667,vehicle_005,2024-11-28 01:06:00,FKJ,Do You Really Want to Hurt Me,R&B,242,0,0,21,Night,Weekday
listen_002668,vehicle_038,2024-11-27 07:27:00,Davina Michelle,All Is Forgiven,Reggae,299,0,1,12,Morning,Weekday
listen_002669,vehicle_056,2024-08-19 23:48:00,DJ Shadow,I Got 5 On It,Soul,200,0,0,2,Night,Weekday
listen_002670,vehicle_057,2024-02-02 17:33:00,The Him,FREEDOM,Classical,206,1,0,47,Evening,Weekday
listen_002671,vehicle_067,2024-06-29 03:23:00,GLASS WATERS,Embre,Country,136,1,0,11,Night,Weekend
listen_002672,vehicle_012,2024-07-03 11:42:00,Nelson Freitas,Ready or Not,Techno,217,0,0,34,Morning,Weekday
listen_002673,vehicle_017,2024-12-17 09:52:00,Kane,Working Is No Problem (Razz Tape),Rock,275,0,0,37,Morning,Weekday
listen_002674,vehicle_038,2024-05-28 21:43:00,R3hab,What Is Going On?,Soul,257,1,0,25,Night,Weekday
listen_002675,vehicle_018,2024-11-18 00:17:00,Maluma,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Metal,188,0,1,46,Night,Weekday
listen_002676,vehicle_056,2024-05-02 16:12:00,HoneyDripper,Bananas and Blow,Disco,200,0,0,34,Afternoon,Weekday
listen_002677,vehicle_042,2024-09-04 15:48:00,Don Diablo,Easy Hearts,Punk,171,0,1,10,Afternoon,Weekday
listen_002678,vehicle_021,2024-10-12 11:31:00,SOJA,"Bye, Bye, Bye",Latin,137,0,0,48,Morning,Weekend
listen_002679,vehicle_038,2024-04-24 06:49:00,The Him,Désolé (feat. Fatoumata Diawara) - Extended Version,Latin,194,0,0,30,Morning,Weekday
listen_002680,vehicle_032,2024-12-04 00:36:00,Kirsty MacColl,Drowning In You,Reggae,211,0,0,42,Night,Weekday
listen_002681,vehicle_011,2024-09-19 13:46:00,The Roots,Worry,Reggae,249,0,1,43,Afternoon,Weekday
listen_002682,vehicle_065,2024-07-21 09:31:00,Groundation,Feel Good Inc.,Folk,142,0,0,10,Morning,Weekend
listen_002683,vehicle_095,2024-08-25 00:09:00,Sean Paul,Jamaica Jamaica,Electronic,290,0,0,25,Night,Weekend
listen_002684,vehicle_018,2024-12-22 14:47:00,Pink Sweat$,Love You,Blues,275,0,0,33,Afternoon,Weekend
listen_002685,vehicle_092,2024-12-12 06:18:00,araabMUZIK,The Circus Is Leaving Town,Disco,126,0,1,5,Morning,Weekday
listen_002686,vehicle_047,2024-11-18 18:01:00,Parade Ground,Move,Hip Hop,292,0,0,10,Evening,Weekday
listen_002687,vehicle_026,2024-04-23 01:25:00,Guds Pengar,N.R.A,Punk,127,0,0,4,Night,Weekday
listen_002688,vehicle_004,2024-08-01 15:16:00,Billie Eilish,Soul Kitchen,House,160,0,0,12,Afternoon,Weekday
listen_002689,vehicle_036,2024-05-10 00:23:00,The Mighty Wah!,Honest (feat. Starflyer 59),Techno,189,0,0,47,Night,Weekday
listen_002690,vehicle_017,2024-04-05 00:02:00,Parade Ground,N.R.A,Folk,282,1,0,31,Night,Weekday
listen_002691,vehicle_050,2024-10-17 01:26:00,Jess Glynne,Tell Me,Hip Hop,187,1,0,4,Night,Weekday
listen_002692,vehicle_004,2024-02-14 22:12:00,Groundation,Don't Want You Back,Alternative,261,0,0,29,Night,Weekday
listen_002693,vehicle_092,2024-07-29 00:34:00,Lila Iké,FREEDOM,Alternative,287,0,1,11,Night,Weekday
listen_002694,vehicle_075,2024-03-27 15:49:00,Kacey Musgraves,Not In Love - Radio Version,Classical,285,1,0,13,Afternoon,Weekday
listen_002695,vehicle_060,2024-11-27 06:15:00,Ramz,Smile,Jazz,173,0,0,31,Morning,Weekday
listen_002696,vehicle_043,2024-03-19 02:02:00,The Railway Children,I Say a Little Prayer,Rock,190,0,1,42,Night,Weekday
listen_002697,vehicle_045,2024-08-27 19:16:00,Shenseea,Germany (The Industrial Era),Indie,239,0,0,17,Evening,Weekday
listen_002698,vehicle_014,2024-07-03 08:31:00,BACK-ON,Monument - Olof Dreijer Remix,Indie,242,0,0,49,Morning,Weekday
listen_002699,vehicle_061,2024-11-19 02:49:00,HoneyDripper,Rollercoaster,Classical,232,0,0,43,Night,Weekday
listen_002700,vehicle_003,2024-03-12 01:46:00,Kuruki,Es Amor (What Is Love) (feat. Nicky Jam & Emy Perez),Metal,148,1,0,37,Night,Weekday
listen_002701,vehicle_092,2024-08-15 05:34:00,Lana Del Rey,Stockholm,R&B,224,1,1,14,Morning,Weekday
listen_002702,vehicle_043,2024-07-04 04:12:00,Oxley,Jahs Love Is True (feat. Wizkid),Classical,121,1,0,7,Night,Weekday
listen_002703,vehicle_027,2024-06-12 06:06:00,Parade Ground,Energy (feat. Mahalia),House,248,0,0,14,Morning,Weekday
listen_002704,vehicle_073,2024-03-02 10:49:00,Imelda May,I Won't Let the Sun Go Down on Me,House,256,0,1,23,Morning,Weekend
listen_002705,vehicle_057,2024-05-06 02:06:00,Chronixx,Baby Boy (feat. Beyoncé ),Alternative,261,0,0,24,Night,Weekday
listen_002706,vehicle_097,2024-09-23 02:40:00,Nicolas Jaar,Jeanny,Hip Hop,276,0,0,41,Night,Weekday
listen_002707,vehicle_085,2024-08-20 08:14:00,Röyksopp,keygen,Disco,140,1,0,40,Morning,Weekday
listen_002708,vehicle_025,2024-07-17 19:33:00,twenty one pilots,Jamaica Jamaica,Rock,183,0,0,24,Evening,Weekday
listen_002709,vehicle_037,2024-11-09 12:32:00,araabMUZIK,Scandalous - U.S. Radio Edit,Folk,253,0,0,13,Afternoon,Weekend
listen_002710,vehicle_047,2024-12-17 05:00:00,Frisco Kid,Strauss & Paillettes,Reggae,257,0,0,28,Morning,Weekday
listen_002711,vehicle_048,2024-05-07 15:46:00,The Roots,Sogno di Volare (“The Dream of Flight”),Classical,191,0,0,4,Afternoon,Weekday
listen_002712,vehicle_044,2024-08-30 20:08:00,Tom Walker,My Lullaby For You,Country,235,0,0,21,Evening,Weekday
listen_002713,vehicle_088,2024-01-10 18:09:00,Alina Baraz,Creep,Latin,214,0,1,48,Evening,Weekday
listen_002714,vehicle_014,2024-05-11 16:08:00,Futurisk,"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",Metal,170,0,0,32,Afternoon,Weekend
listen_002715,vehicle_018,2024-05-27 19:16:00,Röyksopp,The Shoop Shoop Song (It's in His Kiss),Classical,222,0,0,21,Evening,Weekday
listen_002716,vehicle_035,2024-05-01 08:00:00,[Alexandros],The Rat,Metal,121,0,1,44,Morning,Weekday
listen_002717,vehicle_008,2024-09-13 17:34:00,Nathan Evans,Hush,Reggae,156,0,0,35,Evening,Weekday
listen_002718,vehicle_019,2024-10-25 20:51:00,DJ Zinc,Mama Do The Hump,Folk,235,0,0,5,Evening,Weekday
listen_002719,vehicle_008,2024-09-08 01:12:00,Fort Romeau,Ik Vlieg Ik Zweef,Techno,273,0,0,47,Night,Weekend
listen_002720,vehicle_069,2024-01-13 15:22:00,Sevana,Dela Move,Pop,283,0,1,33,Afternoon,Weekend
listen_002721,vehicle_063,2024-12-19 03:25:00,Kitchens of Distinction,My Salvation,Soul,144,1,0,46,Night,Weekday
listen_002722,vehicle_075,2024-09-01 06:47:00,Everything Everything,Pull Up,Alternative,188,0,0,35,Morning,Weekend
listen_002723,vehicle_064,2024-01-28 15:29:00,The Aggrolites,Dead Hand Control,Hip Hop,128,1,0,9,Afternoon,Weekend
listen_002724,vehicle_070,2024-11-07 00:52:00,Five,Banger Hart - Radio Mix,House,234,0,0,1,Night,Weekday
listen_002725,vehicle_066,2024-03-09 06:19:00,Marshmello,"10,000 Feet",Disco,210,0,0,11,Morning,Weekend
listen_002726,vehicle_040,2024-06-10 05:08:00,Lonely The Brave,"Too Much, Too Little, Too Late",Pop,297,0,0,48,Morning,Weekday
listen_002727,vehicle_028,2024-03-08 03:57:00,Joey Bada$$,Welcome to Rock Music,Alternative,241,0,0,17,Night,Weekday
listen_002728,vehicle_027,2024-11-12 09:23:00,Kym Amps,Calypso,Latin,156,0,0,24,Morning,Weekday
listen_002729,vehicle_082,2024-05-01 07:38:00,Hi Hat Henry,Na so E Suppose Be,Punk,128,0,0,8,Morning,Weekday
listen_002730,vehicle_069,2024-08-04 13:28:00,Kenshi Yonezu,New Ways,Techno,254,0,0,37,Afternoon,Weekend
listen_002731,vehicle_037,2024-08-01 20:51:00,Jaz Elise,Wired - Saffron Stone Extended Remix,Latin,120,0,1,22,Evening,Weekday
listen_002732,vehicle_010,2024-02-23 06:27:00,Ralph Vaughan Williams,We Be Burnin',Disco,175,1,0,46,Morning,Weekday
listen_002733,vehicle_046,2024-08-23 05:54:00,Emika,Up Up Up,Reggae,299,0,0,43,Morning,Weekday
listen_002734,vehicle_077,2024-05-05 00:52:00,MOD SUN,Folly,Techno,252,1,1,46,Night,Weekend
listen_002735,vehicle_029,2024-05-04 22:49:00,NG3,Still Go a Dance,Pop,246,0,0,7,Night,Weekend
listen_002736,vehicle_045,2024-11-09 16:00:00,Zebrahead,Only For A Moment,Metal,193,1,0,22,Afternoon,Weekend
listen_002737,vehicle_047,2024-07-25 09:22:00,The Ballad Bombs,Es Amor (What Is Love) (feat. Nicky Jam & Emy Perez),Soul,230,0,0,13,Morning,Weekday
listen_002738,vehicle_042,2024-08-30 07:41:00,Nina Kraviz,"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",Classical,169,1,0,25,Morning,Weekday
listen_002739,vehicle_027,2024-11-15 00:37:00,Sizzla,2AM (feat. Carla Monroe),Rock,281,0,0,25,Night,Weekday
listen_002740,vehicle_064,2024-08-07 17:56:00,Bolle Tito,The Fool,Pop,230,0,0,33,Evening,Weekday
listen_002741,vehicle_076,2024-01-14 02:11:00,Matt Simons,P.Y.T. (Pretty Young Thing),Blues,225,1,0,8,Night,Weekend
listen_002742,vehicle_095,2024-05-18 10:50:00,Christopher Tin,N.R.A,Jazz,289,0,0,1,Morning,Weekend
listen_002743,vehicle_066,2024-04-20 17:15:00,ATEEZ,wayside,Metal,298,1,0,12,Evening,Weekend
listen_002744,vehicle_054,2024-06-20 01:29:00,Little Mix,No Enema,Folk,294,0,0,31,Night,Weekday
listen_002745,vehicle_049,2024-10-02 23:52:00,Saje,Take It from Me,Reggae,132,0,0,32,Night,Weekday
listen_002746,vehicle_096,2024-08-19 02:02:00,Jaz Elise,World of Our Own,Techno,163,0,0,20,Night,Weekday
listen_002747,vehicle_046,2024-12-23 20:46:00,Chet Faker,Mean,Folk,172,0,0,25,Evening,Weekday
listen_002748,vehicle_060,2024-11-12 21:12:00,Norah Jones,Change,Alternative,225,0,0,11,Night,Weekday
listen_002749,vehicle_080,2024-05-19 11:07:00,Tiiwtiiw,Mango,Jazz,279,1,0,45,Morning,Weekend
listen_002750,vehicle_085,2024-08-02 01:14:00,Westlife,Lo vas a olvidar (with ROSALÍA),R&B,164,0,1,41,Night,Weekday
listen_002751,vehicle_007,2024-12-20 20:57:00,Chronixx,Rasta Got Soul,Country,154,1,0,31,Evening,Weekday
listen_002752,vehicle_046,2024-07-27 16:37:00,Shaed,Research,Soul,166,0,0,14,Afternoon,Weekend
listen_002753,vehicle_081,2024-05-25 22:13:00,The Sabres of Paradise,Rome (The Industrial Era),Punk,132,1,1,26,Night,Weekend
listen_002754,vehicle_078,2024-11-20 06:45:00,Charlene,Midnight (feat. Liam Payne),Techno,290,1,0,20,Morning,Weekday
listen_002755,vehicle_055,2024-11-12 21:06:00,Goat Girl,Riding High,R&B,220,0,1,2,Night,Weekday
listen_002756,vehicle_032,2024-11-09 08:20:00,Metr,could have been,R&B,161,0,0,43,Morning,Weekend
listen_002757,vehicle_032,2024-04-14 07:43:00,The KVB,Hotel Room,House,287,0,0,12,Morning,Weekend
listen_002758,vehicle_004,2024-06-11 13:53:00,Fabio Aurea,How Did You Know?,Alternative,183,0,0,30,Afternoon,Weekday
